City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Sakakah,SA,2021-01-31 19:43:16,29.9697,40.2064,53.6,32,0,4.56
294,Straumen,NO,2021-01-31 19:43:16,63.8709,11.2999,30.99,86,75,8.05
295,Verkhnyaya Inta,RU,2021-01-31 19:43:16,65.9811,60.3094,11.79,90,87,7.92
296,Wenling,CN,2021-01-31 19:43:16,28.3669,121.36,60.01,87,94,3.24
297,Gurun,MY,2021-01-31 19:43:16,5.8172,100.4738,77.0,78,20,4.61
298,Cockburn Town,TC,2021-01-31 19:43:16,21.4612,-71.1419,78.8,53,40,12.66
299,Andijon,UZ,2021-01-31 19:43:16,40.7821,72.3442,33.8,75,100,2.24
300,Yulara,AU,2021-01-31 19:43:16,-25.2406,130.9889,86.0,19,98,11.5
301,Saint-Francois,FR,2021-01-31 19:43:16,46.4154,3.9054,48.99,87,75,6.91
302,Awbari,LY,2021-01-31 19:43:16,26.5921,12.7805,58.8,29,0,5.12
303,Matagami,CA,2021-01-31 19:43:17,49.7502,-77.6328,1.4,85,1,4.61
304,Chubbuck,US,2021-01-31 19:43:17,42.9208,-112.4661,39.2,52,1,5.75
305,Antofagasta,CL,2021-01-31 19:39:39,-23.65,-70.4,75.0,60,20,14.97
306,Cascais,PT,2021-01-31 19:41:31,38.6979,-9.4215,60.01,97,100,15.9
307,Nueva Italia,PY,2021-01-31 19:43:17,-25.6167,-57.5,86.0,66,20,8.05
308,Moron,AR,2021-01-31 19:43:17,-34.6534,-58.6198,70.0,83,90,13.8
309,Anloga,GH,2021-01-31 19:43:17,5.7947,0.8973,84.2,84,20,12.66
310,Guilin,CN,2021-01-31 19:43:17,25.2819,110.2864,55.4,94,90,1.77
311,Sept-Iles,CA,2021-01-31 19:39:22,50.2001,-66.3821,28.99,50,93,3.44
312,Tarauaca,BR,2021-01-31 19:43:17,-8.1614,-70.7656,71.2,97,100,2.15
313,Kamenka,RU,2021-01-31 19:43:17,51.3223,42.7678,21.99,97,14,8.99
314,Pangnirtung,CA,2021-01-31 19:43:17,66.1451,-65.7125,-5.8,84,75,3.06
315,Port-Gentil,GA,2021-01-31 19:43:17,-0.7193,8.7815,82.4,83,75,8.05
316,Chara,RU,2021-01-31 19:43:18,56.9064,118.2631,-34.69,73,100,2.64
317,Ketchikan,US,2021-01-31 19:43:18,55.3422,-131.6461,33.8,86,75,3.44
318,Lethem,GY,2021-01-31 19:43:18,3.3803,-59.7968,89.67,51,71,12.97
319,Buin,CL,2021-01-31 19:43:18,-33.7333,-70.75,75.2,43,40,4.61
320,Abu Samrah,SY,2021-01-31 19:43:18,35.3029,37.1841,48.31,81,2,7.2
321,Simpang,ID,2021-01-31 19:43:18,-1.2667,104.0833,74.43,96,84,2.37
322,Male,MV,2021-01-31 19:43:18,4.1748,73.5089,82.4,83,75,11.5
323,Luganville,VU,2021-01-31 19:43:18,-15.5333,167.1667,78.78,79,100,1.16
324,Byron Bay,AU,2021-01-31 19:41:23,-28.65,153.6167,71.6,83,75,6.91
325,Necochea,AR,2021-01-31 19:43:18,-38.5473,-58.7368,64.99,52,47,3.0
326,Ukiah,US,2021-01-31 19:43:18,39.1502,-123.2078,53.6,66,90,6.91
327,Mercedes,AR,2021-01-31 19:43:18,-34.6515,-59.4307,71.01,78,99,10.0
328,Curvelo,BR,2021-01-31 19:38:37,-18.7564,-44.4308,85.59,47,76,3.2
329,North Bend,US,2021-01-31 19:43:02,43.4065,-124.2243,51.8,87,90,6.91
330,Nong Khae,TH,2021-01-31 19:43:19,14.3406,100.8673,79.0,83,0,3.2
331,Izhevskoye,RU,2021-01-31 19:43:19,54.5567,40.8703,22.19,96,100,14.81
332,Lala,PH,2021-01-31 19:43:19,7.9745,123.7458,76.35,84,98,6.38
333,Turukhansk,RU,2021-01-31 19:43:19,65.8167,87.9833,-13.11,83,100,11.7
334,Bambous Virieux,MU,2021-01-31 19:43:19,-20.3428,57.7575,81.0,78,75,11.5
335,Ilulissat,GL,2021-01-31 19:43:19,69.2167,-51.1,8.6,47,75,21.85
336,Verdun,FR,2021-01-31 19:43:19,49.25,5.3333,39.0,96,100,4.0
337,Toyos,HN,2021-01-31 19:43:19,15.55,-87.65,86.0,54,40,4.61
338,Inirida,CO,2021-01-31 19:43:19,3.8653,-67.9239,89.26,57,99,2.66
339,Kandrian,PG,2021-01-31 19:43:19,-6.2167,149.55,80.11,78,98,14.0
340,Caconda,AO,2021-01-31 19:43:19,-13.7333,15.0667,61.79,83,100,7.29
341,Berlevag,NO,2021-01-31 19:43:20,70.8578,29.0864,28.4,80,75,19.57
342,Codrington,AU,2021-01-31 19:43:20,-38.2667,141.9667,52.86,85,100,6.02
343,Hurghada,EG,2021-01-31 19:43:20,27.2574,33.8129,64.4,52,0,8.05
344,Mecca,SA,2021-01-31 19:39:12,21.4267,39.8261,73.42,47,0,1.63
345,Sturgeon Falls,CA,2021-01-31 19:43:20,46.3646,-79.9326,16.0,57,40,11.5
346,Yeppoon,AU,2021-01-31 19:43:20,-23.1333,150.7333,75.2,78,75,6.91
347,Port Lincoln,AU,2021-01-31 19:43:20,-34.7333,135.8667,61.36,80,100,12.73
348,Nevyansk,RU,2021-01-31 19:43:20,57.4953,60.2112,16.47,96,97,5.93
349,Camocim,BR,2021-01-31 19:43:20,-2.9022,-40.8411,82.8,76,52,15.79
350,Namibe,AO,2021-01-31 19:43:20,-15.1961,12.1522,74.17,74,100,8.59
351,Margate,GB,2021-01-31 19:43:20,51.3813,1.3862,39.99,97,100,3.0
352,Ayan,RU,2021-01-31 19:43:20,56.45,138.1667,-18.89,75,100,12.28
353,Kalabo,ZM,2021-01-31 19:43:21,-14.97,22.6814,68.72,86,100,4.9
354,Rosetta,EG,2021-01-31 19:43:21,31.4044,30.4164,57.2,77,0,4.61
355,Upernavik,GL,2021-01-31 19:43:21,72.7868,-56.1549,1.87,92,100,9.15
356,Monrovia,LR,2021-01-31 19:43:21,6.3005,-10.7969,80.6,89,75,10.56
357,Saint-Georges,GD,2021-01-31 19:43:21,12.0564,-61.7485,84.2,70,40,24.16
358,Kanniyakumari,IN,2021-01-31 19:43:21,8.0833,77.5667,78.67,78,90,18.32
359,Castro,BR,2021-01-31 19:43:21,-24.7911,-50.0119,72.79,79,100,8.46
360,De-Kastri,RU,2021-01-31 19:43:21,51.4667,140.7833,-16.83,83,0,4.94
361,Juneau,US,2021-01-31 19:43:21,58.3019,-134.4197,21.99,86,40,6.35
362,Smithers,CA,2021-01-31 19:41:41,54.7804,-127.1743,23.0,86,75,6.91
363,Bubaque,GW,2021-01-31 19:43:21,11.2833,-15.8333,78.91,70,95,11.92
364,Tarija,BO,2021-01-31 19:43:21,-21.5355,-64.7296,75.74,59,73,9.89
365,Puerto Asis,CO,2021-01-31 19:43:22,0.5133,-76.5007,86.0,62,0,4.61
366,Fuyang,CN,2021-01-31 19:43:22,32.9,115.8167,44.46,81,76,6.33
367,Svetlogorsk,BY,2021-01-31 19:43:22,52.6333,29.7333,19.0,97,60,8.39
368,Saint-Augustin,CA,2021-01-31 19:43:22,51.226,-58.6502,23.56,92,100,11.68
369,Rabo De Peixe,PT,2021-01-31 19:43:22,37.8,-25.5833,63.0,88,75,14.97
370,Thinadhoo,MV,2021-01-31 19:43:22,0.5333,72.9333,81.99,78,100,11.79
371,Port Blair,IN,2021-01-31 19:40:25,11.6667,92.75,79.14,81,56,11.52
372,Carroll,US,2021-01-31 19:43:22,39.5501,-77.0164,28.99,100,100,3.0
373,Puerto Colombia,CO,2021-01-31 19:38:57,10.9878,-74.9547,87.8,55,0,16.11
374,Sitka,US,2021-01-31 19:40:04,57.0531,-135.33,37.4,65,40,4.0
375,Mezen,RU,2021-01-31 19:43:22,65.8522,44.24,8.83,96,100,5.59
376,Andros Town,BS,2021-01-31 19:43:23,24.7,-77.7667,75.2,60,75,13.8
377,Amuntai,ID,2021-01-31 19:43:23,-2.4177,115.2494,74.43,97,100,1.41
378,Marzuq,YE,2021-01-31 19:43:23,14.4,46.4667,61.27,40,0,1.57
379,Ca Mau,VN,2021-01-31 19:43:23,9.1769,105.15,74.68,84,19,6.6
380,Tokur,RU,2021-01-31 19:43:23,53.1333,132.9,-40.38,83,59,2.75
381,Lichuan,CN,2021-01-31 19:43:23,30.3,108.85,38.79,94,100,1.99
382,Mahon,ES,2021-01-31 19:43:23,39.8885,4.2658,55.4,76,0,8.05
383,Ribeira Grande,PT,2021-01-31 19:43:23,38.5167,-28.7,64.4,82,75,16.11
384,Kulhudhuffushi,MV,2021-01-31 19:39:23,6.6221,73.07,81.95,71,90,7.11
385,Genhe,CN,2021-01-31 19:43:23,50.7833,121.5167,-28.61,81,0,3.44
386,Simbahan,PH,2021-01-31 19:43:23,6.3032,120.5836,81.5,80,75,21.59
387,Nefteyugansk,RU,2021-01-31 19:43:24,61.0998,72.6035,8.6,92,40,2.24
388,Tula,RU,2021-01-31 19:43:24,54.2044,37.6111,22.33,96,100,14.34
389,Caxito,AO,2021-01-31 19:43:24,-8.5785,13.6643,76.84,81,17,3.42
390,Bumba,CD,2021-01-31 19:43:24,2.1833,22.4667,77.25,51,100,2.62
391,Berdigestyakh,RU,2021-01-31 19:40:39,62.0989,126.6992,-41.6,79,100,6.35
392,Coquimbo,CL,2021-01-31 19:39:39,-29.9533,-71.3436,69.8,78,20,16.11
393,Tabuleiro Do Norte,BR,2021-01-31 19:43:24,-5.2467,-38.1306,92.12,40,97,8.23
394,Ballina,AU,2021-01-31 19:43:24,-28.8667,153.5667,71.6,83,75,6.91
395,Warud,IN,2021-01-31 19:43:24,21.4667,78.2667,61.36,26,0,4.72
396,Northam,GB,2021-01-31 19:43:24,51.0333,-4.2167,39.99,93,100,3.0
397,Pringsewu,ID,2021-01-31 19:43:24,-5.3582,104.9744,73.33,93,99,1.52
398,Aksarka,RU,2021-01-31 19:43:24,66.5606,67.7975,-17.1,88,90,8.52
399,Riyadh,SA,2021-01-31 19:43:06,24.6877,46.7219,62.6,29,0,3.44
400,Te Anau,NZ,2021-01-31 19:43:25,-45.4167,167.7167,55.04,79,100,0.83
401,Minab,IR,2021-01-31 19:43:25,27.1467,57.0801,66.2,63,0,2.3
402,Bontang,ID,2021-01-31 19:43:25,0.1333,117.5,75.85,89,85,4.85
403,Lodja,CD,2021-01-31 19:42:30,-3.4833,23.4333,71.64,87,99,1.54
404,Kavaratti,IN,2021-01-31 19:43:25,10.5669,72.642,81.41,71,0,8.48
405,Ucluelet,CA,2021-01-31 19:39:32,48.9329,-125.5528,48.2,93,75,12.66
406,Nanakuli,US,2021-01-31 19:43:25,21.3906,-158.1547,75.2,78,75,5.75
407,Novyy Urengoy,RU,2021-01-31 19:43:25,66.0833,76.6333,-6.03,91,100,10.47
408,Tiznit,MA,2021-01-31 19:43:25,29.5833,-9.5,65.41,61,0,1.88
409,San Andres,CO,2021-01-31 19:40:04,12.5847,-81.7006,84.2,65,20,14.97
410,Lumeje,AO,2021-01-31 19:43:25,-11.55,20.7833,67.26,81,98,5.55
411,Inongo,CD,2021-01-31 19:43:25,-1.95,18.2667,76.46,78,0,2.64
412,Kopavogur,IS,2021-01-31 19:43:26,64.1123,-21.913,30.2,64,0,11.5
413,Luderitz,NA,2021-01-31 19:43:26,-26.6481,15.1594,67.1,69,1,23.64
414,Calama,CL,2021-01-31 19:43:26,-22.4667,-68.9333,78.8,9,0,24.16
415,Padang,ID,2021-01-31 19:43:26,-0.9492,100.3543,77.25,77,98,4.68
416,Mount Gambier,AU,2021-01-31 19:43:26,-37.8333,140.7667,53.6,94,98,4.61
417,Tavda,RU,2021-01-31 19:43:26,58.0425,65.2726,9.39,96,91,4.97
418,Zavet,BG,2021-01-31 19:43:26,43.7667,26.6667,37.0,84,99,6.71
419,Iguape,BR,2021-01-31 19:42:37,-24.7081,-47.5553,81.41,77,92,7.63
420,Salina Cruz,MX,2021-01-31 19:43:26,16.1667,-95.2,91.29,36,87,17.85
421,Goias,BR,2021-01-31 19:43:26,-15.5807,-49.6362,82.4,66,100,1.83
422,Yeniseysk,RU,2021-01-31 19:43:26,58.4497,92.1703,-27.08,83,98,6.04
423,Yenagoa,NG,2021-01-31 19:43:26,4.9247,6.2642,80.24,78,0,6.31
424,Bosaso,SO,2021-01-31 19:43:27,11.2842,49.1816,71.92,68,0,2.48
425,Hailey,US,2021-01-31 19:43:27,43.5196,-114.3153,28.99,64,1,6.91
426,Loukhi,RU,2021-01-31 19:43:27,66.0764,33.0381,13.23,97,100,3.67
427,Brora,GB,2021-01-31 19:43:27,58.0099,-3.8518,32.0,80,75,4.61
428,Ancud,CL,2021-01-31 19:43:27,-41.8697,-73.8203,71.6,46,0,6.91
429,Lakefield,US,2021-01-31 19:43:27,43.6775,-95.1717,26.6,86,90,20.71
430,Ouegoa,NC,2021-01-31 19:43:27,-20.35,164.4333,77.4,77,100,14.34
431,Ulladulla,AU,2021-01-31 19:43:27,-35.35,150.4667,66.2,100,90,1.32
432,Rawson,AR,2021-01-31 19:39:22,-43.3002,-65.1023,81.14,25,46,21.7
433,Otterup,DK,2021-01-31 19:43:27,55.5153,10.3976,30.99,91,9,7.74
434,Komsomolskiy,UZ,2021-01-31 19:43:27,40.4272,71.7189,39.2,60,100,2.3
435,Talnakh,RU,2021-01-31 19:43:27,69.4865,88.3972,-25.2,73,88,9.26
436,Boali,CF,2021-01-31 19:43:27,4.8005,18.1275,86.0,62,25,3.44
437,Kurilsk,RU,2021-01-31 19:43:28,45.2333,147.8833,17.38,92,99,22.24
438,Coihaique,CL,2021-01-31 19:43:28,-45.5752,-72.0662,77.0,29,20,5.75
439,Zvishavane,ZW,2021-01-31 19:43:28,-20.3267,30.0665,71.8,89,97,4.27
440,Mocuba,MZ,2021-01-31 19:43:28,-16.8392,36.9856,75.22,97,0,2.91
441,Quimper,FR,2021-01-31 19:43:28,48.0,-4.1,51.8,100,90,14.97
442,Sirjan,IR,2021-01-31 19:43:28,29.452,55.6814,45.97,51,0,6.78
443,Mumford,GH,2021-01-31 19:43:28,5.2618,-0.759,81.05,83,100,12.82
444,Chabahar,IR,2021-01-31 19:43:28,25.2919,60.643,70.21,77,0,8.97
445,Kalmunai,LK,2021-01-31 19:43:28,7.4167,81.8167,76.35,88,3,5.28
446,Antsla,EE,2021-01-31 19:43:28,57.8256,26.5406,24.01,86,40,9.22
447,Jiexiu,CN,2021-01-31 19:43:28,37.0244,111.9125,35.17,66,0,6.67
448,Iroquois Falls,CA,2021-01-31 19:43:28,48.7669,-80.6831,6.8,66,20,5.21
449,Talaya,RU,2021-01-31 19:43:28,61.3833,152.75,-31.22,81,100,8.59
450,Korla,CN,2021-01-31 19:43:29,41.7597,86.1469,21.07,82,70,1.39
451,Kysyl-Syr,RU,2021-01-31 19:43:29,63.8986,122.7617,-45.4,77,100,6.13
452,Ali-Berdukovskiy,RU,2021-01-31 19:43:29,43.9895,41.7421,33.8,86,100,6.82
453,Hyeres,FR,2021-01-31 19:43:29,43.1167,6.1167,57.2,62,0,9.22
454,Aasiaat,GL,2021-01-31 19:43:29,68.7098,-52.8699,-3.53,92,74,7.92
455,Troitskoye,RU,2021-01-31 19:43:29,52.9821,84.6757,7.05,89,5,8.95
456,Maldonado,UY,2021-01-31 19:43:29,-34.6667,-54.9167,73.99,64,75,18.41
457,Kaeo,NZ,2021-01-31 19:43:29,-35.1,173.7833,60.01,89,0,1.99
458,Batouri,CM,2021-01-31 19:43:29,4.4333,14.3667,76.03,50,0,3.78
459,Trincomalee,LK,2021-01-31 19:43:29,8.5711,81.2335,78.78,85,9,14.5
460,Varhaug,NO,2021-01-31 19:43:29,58.6147,5.6457,32.0,100,90,6.91
461,Aklavik,CA,2021-01-31 19:43:30,68.2191,-135.0107,-13.0,77,90,12.66
462,Sistranda,NO,2021-01-31 19:43:30,63.7256,8.834,32.0,86,40,18.41
463,Matara,LK,2021-01-31 19:41:15,5.9485,80.5353,74.89,88,15,6.64
464,Tazovskiy,RU,2021-01-31 19:43:30,67.4667,78.7,-11.18,90,100,14.74
465,Kinkala,CG,2021-01-31 19:43:30,-4.3614,14.7644,75.2,83,20,9.22
466,Altamira,BR,2021-01-31 19:43:30,-3.2033,-52.2064,86.0,70,75,4.61
467,Meppel,NL,2021-01-31 19:43:30,52.6958,6.1944,28.99,81,100,1.01
468,Brae,GB,2021-01-31 19:43:30,60.3964,-1.353,33.8,75,0,10.36
469,Norrtalje,SE,2021-01-31 19:43:30,59.758,18.705,21.99,85,0,4.61
470,Lakatoro,VU,2021-01-31 19:43:31,-16.0999,167.4164,79.39,74,100,4.43
471,Diffa,NE,2021-01-31 19:43:18,13.3154,12.6113,71.89,21,0,5.21
472,Itaituba,BR,2021-01-31 19:43:31,-4.2761,-55.9836,87.46,63,100,3.27
473,Maiduguri,NG,2021-01-31 19:43:31,11.8464,13.1603,73.11,21,0,8.86
474,Tancheng,CN,2021-01-31 19:43:31,27.4375,115.4976,53.49,81,94,1.81
475,Koutsouras,GR,2021-01-31 19:43:31,35.0339,25.9469,61.0,82,54,11.36
476,Ergani,TR,2021-01-31 19:43:31,38.2653,39.7621,39.2,100,90,2.3
477,Souillac,MU,2021-01-31 19:43:31,-20.5167,57.5167,80.6,78,75,11.5
478,Tshikapa,CD,2021-01-31 19:43:31,-6.4167,20.8,72.66,92,100,2.71
479,Fairbanks,US,2021-01-31 19:43:18,64.8378,-147.7164,-5.8,77,90,0.31
480,Baraki Barak,AF,2021-01-31 19:43:31,33.9675,68.9486,33.71,82,0,2.35
481,Baykit,RU,2021-01-31 19:43:31,61.67,96.37,-32.55,77,32,0.98
482,Nara,JP,2021-01-31 19:40:08,34.6851,135.8049,36.0,68,0,3.04
483,Kota Kinabalu,MY,2021-01-31 19:43:31,5.9749,116.0724,75.2,94,20,4.61
484,Mizan Teferi,ET,2021-01-31 19:43:31,6.9833,35.5833,68.11,57,0,2.42
485,Palu,ID,2021-01-31 19:43:32,-0.8917,119.8707,74.46,82,97,1.79
486,Jijiga,ET,2021-01-31 19:43:32,9.35,42.8,59.41,35,0,9.6
487,Segovia,ES,2021-01-31 19:43:32,41.1667,-4.0,53.01,64,100,15.01
488,Nizwa,OM,2021-01-31 19:43:32,22.9333,57.5333,61.03,42,0,5.17
489,Deputatskiy,RU,2021-01-31 19:43:32,69.3,139.9,-33.16,86,96,1.7
490,Orocue,CO,2021-01-31 19:43:32,4.7912,-71.3354,94.84,38,96,13.0
491,Parral,MX,2021-01-31 19:43:32,26.9333,-105.6667,65.32,27,10,8.68
492,Halifax,CA,2021-01-31 19:43:22,44.6453,-63.5724,32.0,74,93,8.05
493,Dakoro,NE,2021-01-31 19:43:33,14.5106,6.765,72.52,18,0,7.09
494,High Level,CA,2021-01-31 19:43:33,58.5169,-117.136,-2.2,78,90,5.75
495,Sarakhs,IR,2021-01-31 19:43:33,36.5449,61.1577,44.6,76,0,2.3
496,Gizo,SB,2021-01-31 19:43:33,-8.103,156.8419,85.1,71,100,16.22
497,Hakkari,TR,2021-01-31 19:43:33,37.5833,44.1667,16.7,92,61,1.39
498,Bowen,AU,2021-01-31 19:43:33,-20.0167,148.2333,75.2,88,40,9.22
499,Bonavista,CA,2021-01-31 19:43:33,48.6499,-53.1147,32.0,93,100,8.05
500,Lagos,NG,2021-01-31 19:43:33,6.5833,3.75,84.2,79,20,9.22
501,Manokwari,ID,2021-01-31 19:43:33,-0.8667,134.0833,75.16,74,100,5.08
502,Raudeberg,NO,2021-01-31 19:43:33,61.9875,5.1352,30.2,93,90,4.61
503,Cubuk,TR,2021-01-31 19:43:33,40.2386,33.0322,39.0,86,27,2.3
504,Ixtapa,MX,2021-01-31 19:43:33,20.7,-105.2,75.2,64,1,8.05
505,Namatanai,PG,2021-01-31 19:43:33,-3.6667,152.4333,79.86,73,99,3.15
506,Khairabad,IN,2021-01-31 19:43:34,27.5333,80.75,49.82,49,0,3.29
507,Pasan,IN,2021-01-31 19:43:34,22.85,82.2,46.58,50,0,0.49
508,Grindavik,IS,2021-01-31 19:43:34,63.8424,-22.4338,30.2,74,0,6.91
509,Kilindoni,TZ,2021-01-31 19:43:34,-7.9139,39.6668,81.3,78,100,15.03
510,Taoudenni,ML,2021-01-31 19:43:34,22.6783,-3.9836,73.8,19,0,8.01
511,Huarmey,PE,2021-01-31 19:43:34,-10.0681,-78.1522,77.14,64,3,13.31
512,Bayanday,RU,2021-01-31 19:43:34,53.0661,105.5139,-36.67,81,16,1.9
513,Flin Flon,CA,2021-01-31 19:43:34,54.7682,-101.865,15.8,86,90,2.3
514,Touros,BR,2021-01-31 19:43:34,-5.1989,-35.4608,84.2,61,20,17.27
515,Zheleznodorozhnyy,RU,2021-01-31 19:41:07,55.7503,38.0042,26.6,80,75,13.42
516,Tsabong,BW,2021-01-31 19:43:34,-26.0217,22.401,83.32,31,0,4.43
517,Dongsheng,CN,2021-01-31 19:43:34,39.8161,109.9776,15.06,81,0,7.78
518,Kangaatsiaq,GL,2021-01-31 19:43:35,68.3065,-53.4641,3.96,94,85,8.97
519,Zhanaozen,KZ,2021-01-31 19:43:35,43.3,52.8,43.97,80,99,6.02
520,Makakilo City,US,2021-01-31 19:43:35,21.3469,-158.0858,75.2,78,75,5.75
521,Havelock,US,2021-01-31 19:43:35,34.8791,-76.9013,57.99,95,100,1.99
522,Dedovichi,RU,2021-01-31 19:43:35,57.5517,29.9502,22.51,96,98,9.64
523,Oltina,RO,2021-01-31 19:43:35,44.1667,27.6667,37.99,81,100,8.01
524,Samana,DO,2021-01-31 19:43:35,19.2056,-69.3369,82.4,78,75,9.22
525,Wabag,PG,2021-01-31 19:43:36,-5.4781,143.7021,56.93,93,100,0.78
526,Tura,IN,2021-01-31 19:43:36,25.5198,90.2201,53.15,42,0,2.1
527,Boffa,GN,2021-01-31 19:43:36,10.1667,-14.0333,75.92,71,98,5.3
528,Saquena,PE,2021-01-31 19:43:36,-4.6667,-73.5167,84.88,68,58,2.26
529,Luanda,AO,2021-01-31 19:43:34,-8.8368,13.2343,78.76,81,71,11.27
530,Kieta,PG,2021-01-31 19:43:36,-6.2167,155.6333,81.18,79,100,11.63
531,Oriximina,BR,2021-01-31 19:43:36,-1.7656,-55.8661,89.04,54,65,4.32
532,San Cristobal,VE,2021-01-31 19:43:36,7.7669,-72.225,93.2,31,20,16.11
533,Ossora,RU,2021-01-31 19:43:36,59.2353,163.0719,-4.5,88,100,21.3
534,Hualmay,PE,2021-01-31 19:43:36,-11.0964,-77.6139,77.2,61,52,14.12
535,Litovko,RU,2021-01-31 19:43:36,49.2361,135.1742,-12.6,85,100,0.85
536,Kedrovyy,RU,2021-01-31 19:43:37,56.1667,91.8167,-32.8,75,53,4.23
537,Kampene,CD,2021-01-31 19:43:37,-3.6,26.6667,70.99,92,100,0.45
538,Sao Joao Da Barra,BR,2021-01-31 19:43:37,-21.6403,-41.0511,86.0,54,0,20.71
539,Hami,CN,2021-01-31 19:43:37,42.8,93.45,25.03,79,0,7.87
540,Faya,SA,2021-01-31 19:43:37,18.3851,42.4509,60.8,47,0,6.91
541,Mincivan,AZ,2021-01-31 19:43:37,39.0294,46.7185,47.75,51,24,13.33
542,Catuday,PH,2021-01-31 19:43:37,16.2923,119.8062,71.8,77,45,7.31
543,Khilok,RU,2021-01-31 19:43:37,51.3674,110.4676,-26.99,81,100,5.95
544,High River,CA,2021-01-31 19:43:37,50.5834,-113.8687,42.8,52,100,16.11
545,Alyangula,AU,2021-01-31 19:43:38,-13.8483,136.4192,80.6,89,40,13.71
546,Ishigaki,JP,2021-01-31 19:43:38,24.3448,124.1572,68.5,71,29,16.49
547,Sambava,MG,2021-01-31 19:43:38,-14.2667,50.1667,78.62,81,2,7.25
548,Brownsville,US,2021-01-31 19:42:38,25.9018,-97.4975,77.0,44,90,16.11
549,Skagen,DK,2021-01-31 19:43:38,57.7209,10.5839,30.0,80,50,8.01
550,Jatiroto,ID,2021-01-31 19:43:38,-7.8833,111.1167,74.7,86,100,1.5
551,Wanaka,NZ,2021-01-31 19:43:38,-44.7,169.15,60.01,64,85,1.01
552,Mpika,ZM,2021-01-31 19:43:38,-11.8343,31.4529,64.45,93,100,2.84
553,Paka,MY,2021-01-31 19:43:38,4.6374,103.4368,78.8,89,100,6.91
554,Kozhva,RU,2021-01-31 19:43:38,65.1073,57.0459,16.66,96,100,11.1
555,Sazonovo,RU,2021-01-31 19:43:38,59.0919,35.2268,17.28,97,100,4.81
556,Kijang,KR,2021-01-31 19:43:38,35.2442,129.2139,51.8,93,90,14.97
557,Tarakan,ID,2021-01-31 19:43:39,3.3,117.6333,76.8,86,100,8.03
558,Pisco,PE,2021-01-31 19:43:39,-13.7,-76.2167,80.6,54,0,14.97
559,Wamba,NG,2021-01-31 19:43:39,8.9333,8.6,79.63,17,0,2.53
560,Amahai,ID,2021-01-31 19:43:39,-3.3333,128.9167,78.85,76,100,4.07
561,Nome,US,2021-01-31 19:43:39,64.5011,-165.4064,-5.8,59,1,8.05
562,Grootfontein,NA,2021-01-31 19:43:39,-19.5667,18.1167,66.2,94,100,2.3
563,Durazno,UY,2021-01-31 19:43:39,-33.4131,-56.5006,75.2,64,75,18.41
564,Iraucuba,BR,2021-01-31 19:43:39,-3.7461,-39.7833,92.16,39,13,10.31
565,Abu Dhabi,AE,2021-01-31 19:40:20,24.4667,54.3667,66.2,72,0,8.05
566,Murmashi,RU,2021-01-31 19:43:39,68.8154,32.8115,-4.0,84,75,2.24
567,Barcelos,PT,2021-01-31 19:41:00,41.5388,-8.6151,57.2,94,90,5.75
568,Mapiripan,CO,2021-01-31 19:43:39,2.8892,-72.1256,92.93,42,64,8.99
569,Panubigan,PH,2021-01-31 19:43:40,7.4281,123.3466,77.11,82,99,10.92
570,Jardim,BR,2021-01-31 19:43:40,-21.4803,-56.1381,85.14,70,100,7.47
571,Bandarbeyla,SO,2021-01-31 19:43:40,9.4942,50.8122,73.78,71,22,17.74
572,Degtyarsk,RU,2021-01-31 19:43:40,56.704,60.0879,8.6,92,8,6.71
573,Lichinga,MZ,2021-01-31 19:43:40,-13.3128,35.2406,64.38,100,100,7.23
574,Sexsmith,CA,2021-01-31 19:43:40,55.35,-118.786,3.2,85,75,3.44
575,Zaysan,KZ,2021-01-31 19:40:07,47.4667,84.8667,1.54,85,7,0.56
576,Ahipara,NZ,2021-01-31 19:43:40,-35.1667,173.1667,65.01,66,0,4.05
577,Vao,NC,2021-01-31 19:43:40,-22.6667,167.4833,76.12,75,100,23.91
578,Villazon,BO,2021-01-31 19:43:40,-22.0866,-65.5942,74.25,18,0,12.66
579,Caceres,ES,2021-01-31 19:43:40,39.522,-6.3748,55.99,91,64,8.99
580,Acari,PE,2021-01-31 19:43:40,-15.4311,-74.6158,82.92,42,0,11.32
581,Naze,JP,2021-01-31 19:39:12,28.3667,129.4833,58.59,66,7,9.71
582,Rio Branco,BR,2021-01-31 19:43:41,-9.9747,-67.81,82.4,78,40,5.75
583,Goba,ET,2021-01-31 19:43:41,7.0167,39.9833,50.58,45,0,4.59
584,Aksu,CN,2021-01-31 19:43:41,41.1231,80.2644,20.16,76,0,3.8
585,Marrakesh,MA,2021-01-31 19:43:33,31.6315,-8.0083,64.4,52,0,8.05
586,Ust-Nera,RU,2021-01-31 19:43:41,64.5667,143.2,-33.77,73,99,6.96
587,Moranbah,AU,2021-01-31 19:43:41,-22.0016,148.0466,67.96,94,46,10.45
588,Sorland,NO,2021-01-31 19:43:41,67.667,12.6934,32.0,69,20,12.66
589,Deniliquin,AU,2021-01-31 19:43:41,-35.5333,144.9667,57.99,83,66,4.68
590,Maneadero,MX,2021-01-31 19:43:41,31.7167,-116.5667,64.0,69,81,1.99
591,Saint-Joseph,RE,2021-01-31 19:43:41,-21.3667,55.6167,82.4,65,0,18.41
